"cancer_type","ncbi_gene_id","fdr_adjusted_p_value","cancer_sample_med","normal_sample_med","log2_fold_change","p_value","gene_symbol"
"KIRC",7805,1e-20,186.446,29.754,2.64760230966294,5.66341093670886e-20,"LAPTM5"
"KIRC",57648,1e-20,31.089,104.314,-1.74645667798683,5.66341093670886e-20,"KIAA1522"
"KIRC",1441,1e-20,15.347,2.471,2.6347897523166,5.66341093670886e-20,"CSF3R"
"KIRC",2899,1e-20,6.688,1,2.7415748474188,5.66341093670886e-20,"GRIK3"
"KIRC",26508,1e-20,54.209,15.782,1.78025234875136,5.66341093670886e-20,"HEYL"
"KIRC",1298,1e-20,3.279,28.999,-3.14467534443399,5.66341093670886e-20,"COL9A2"
"KIRC",284716,1e-20,8.731,1.866,2.22619791536477,5.66341093670886e-20,"RIMKLA"
"KIRC",84217,1e-20,6.115,20.532,-1.74744976179582,5.66341093670886e-20,"ZMYND12"
"KIRC",149461,5.2364e-17,1,93.086,-6.54049229973533,2.30773049064039e-16,"CLDN19"
"KIRC",6513,1e-20,213.973,58.072,1.88151413643721,5.66341093670886e-20,"SLC2A1"
"KIRC",149466,1e-20,16.64,60.949,-1.87294711703217,5.66341093670886e-20,"C1orf210"
"KIRC",149478,1e-20,18.659,5.65,1.72354889663068,5.66341093670886e-20,"BTBD19"
"KIRC",10103,1.7635e-16,165.679,612.162,-1.88552274132153,7.54590415152095e-16,"TSPAN1"
"KIRC",541468,4.5719e-19,1.63,6.004,-1.88105201250225,2.30667979697722e-18,"LURAP1"
"KIRC",84871,1e-20,1,3.782,-1.91914936328767,5.66341093670886e-20,"AGBL4"
"KIRC",100507564,1e-20,1,3.018,-1.5935928058646,5.66341093670886e-20,"AL606760.1"
"KIRC",148979,1e-20,12.213,3.617,1.75555212420539,5.66341093670886e-20,"GLIS1"
"KIRC",26027,1e-20,3.125,20.705,-2.72805110782043,5.66341093670886e-20,"ACOT11"
"KIRC",199964,2.2435e-17,1,9.024,-3.17376706773671,1.01247217514124e-16,"TMEM61"
"KIRC",7809,1e-20,1,20.392,-4.34993137336012,5.66341093670886e-20,"BSND"
"KIRC",199920,3.3061e-17,1,8.923,-3.15752883990666,1.47770249000799e-16,"FYB2"
"KIRC",4070,1.7021e-11,10.732,408.31,-5.24967403649821,5.27054805482486e-11,"TACSTD2"
"KIRC",1573,1e-20,173.98,4.63,5.231765465816,5.66341093670886e-20,"CYP2J2"
"KIRC",101927084,8.6412e-15,3.404,1.122,1.60115836107717,3.3071368788501e-14,"LINC01359"
"KIRC",9829,1e-20,3.338,12.619,-1.91854172782879,5.66341093670886e-20,"DNAJC6"
"KIRC",9077,1e-20,1.75,13.887,-2.98830814129336,5.66341093670886e-20,"DIRAS3"
"KIRC",79971,1e-20,76.055,245.583,-1.69109569474931,5.66341093670886e-20,"WLS"
"KIRC",1491,1e-20,4.48,18.792,-2.06854798106723,5.66341093670886e-20,"CTH"
"KIRC",101927244,2.5681e-14,1,5.071,-2.34227027440455,9.50175758478081e-14,"LINC01788"
"KIRC",5733,1e-20,49.398,466.101,-3.23811807108734,5.66341093670886e-20,"PTGER3"
"KIRC",127255,4.8811e-20,1.083,3.26,-1.58983872151011,2.63697300966184e-19,"LRRIQ3"
"KIRC",34,1.232e-19,92.738,278.39,-1.58587487050527,6.46828920187793e-19,"ACADM"
"KIRC",148418,1e-20,1.068,4.234,-1.98710962232004,5.66341093670886e-20,"SAMD13"
"KIRC",55283,6.6778e-20,1,8.396,-3.06970216663007,3.57395728164633e-19,"MCOLN3"
"KIRC",2633,1e-20,80.455,28.007,1.52239462638836,5.66341093670886e-20,"GBP1"
"KIRC",2634,1e-20,90.795,26.081,1.79961366519941,5.66341093670886e-20,"GBP2"
"KIRC",115362,1e-20,12.415,1.553,2.9989545266769,5.66341093670886e-20,"GBP5"
"KIRC",105378853,1e-20,3.493,1,1.80446664273278,5.66341093670886e-20,"LINC02609"
"KIRC",7049,1e-20,18.728,68.053,-1.86146192230959,5.66341093670886e-20,"TGFBR3"
"KIRC",1629,1e-20,7.702,26.404,-1.77745147493572,5.66341093670886e-20,"DBT"
"KIRC",7412,1e-20,489.719,150.994,1.69746294768716,5.66341093670886e-20,"VCAM1"
"KIRC",55170,1e-20,15.726,44.904,-1.51369220491237,5.66341093670886e-20,"PRMT6"
"KIRC",22854,8.4749e-12,1,7.457,-2.89859534152415,2.67952521063048e-11,"NTNG1"
"KIRC",10451,1e-20,43.957,133.661,-1.60441374006284,5.66341093670886e-20,"VAV3"
"KIRC",6272,1e-20,43.087,138.707,-1.68671603952583,5.66341093670886e-20,"SORT1"
"KIRC",284612,1e-20,5.763,18.556,-1.68699382646315,5.66341093670886e-20,"SYPL2"
"KIRC",2947,4.9132e-18,12.24,143.002,-3.54635986127238,2.31393201094967e-17,"GSTM3"
"KIRC",388662,6.1132e-15,1,3.739,-1.90265247119608,2.36594274441945e-14,"SLC6A17"
"KIRC",963,1e-20,111.499,38.834,1.52163854987593,5.66341093670886e-20,"CD53"
"KIRC",1117,1.2108e-15,5.327,1.472,1.85554560950414,4.90860119630234e-15,"CHI3L2"
"KIRC",128346,1e-20,93.035,15.934,2.5456650837936,5.66341093670886e-20,"C1orf162"
"KIRC",57413,1e-20,4.8,1,2.26303440583379,5.66341093670886e-20,"TMIGD3"
"KIRC",140,1e-20,14.587,1.454,3.3265840310135,5.66341093670886e-20,"ADORA3"
"KIRC",6566,1e-20,58.489,14.96,1.96705514797212,5.66341093670886e-20,"SLC16A1"
"KIRC",100506392,1e-20,11.969,1.298,3.20494033289545,5.66341093670886e-20,"SLC16A1-AS1"
"KIRC",260425,1e-20,3.727,17.949,-2.26781674464726,5.66341093670886e-20,"MAGI3"
"KIRC",26191,1e-20,3.325,1,1.73335434061383,5.66341093670886e-20,"PTPN22"
"KIRC",4803,1e-20,16.418,5.156,1.6709542234789,5.66341093670886e-20,"NGF"
"KIRC",55356,1e-20,1.89,7.786,-2.04249611023885,5.66341093670886e-20,"SLC22A15"
"KIRC",476,1e-20,233.486,1963.919,-3.07232747573619,5.66341093670886e-20,"ATP1A1"
"KIRC",101929023,1e-20,1,43.966,-5.45831637788899,5.66341093670886e-20,"LINC01762"
"KIRC",914,1e-20,29.782,3.089,3.26922886478595,5.66341093670886e-20,"CD2"
"KIRC",79679,3.8798e-17,1,54.184,-5.75979499575751,1.72687774726368e-16,"VTCN1"
"KIRC",6913,3.5451e-17,2.926,1,1.5489297694764,1.58294483130365e-16,"TBX15"
"KIRC",105378934,3.4588e-11,1,4.557,-2.18808437056115,1.04979672682861e-10,"LINC01780"
"KIRC",26227,1e-20,30.242,134.532,-2.1533239175311,5.66341093670886e-20,"PHGDH"
"KIRC",2330,1.5347e-17,7.568,49.465,-2.7084240831926,6.9965552792499e-17,"FMO5"
"KIRC",2209,1e-20,12.024,1.471,3.03104776266153,5.66341093670886e-20,"FCGR1A"
"KIRC",51177,1e-20,66.534,20.242,1.71673992884331,5.66341093670886e-20,"PLEKHO1"
"KIRC",54507,1e-20,8.179,2.372,1.78582045391485,5.66341093670886e-20,"ADAMTSL4"
"KIRC",1520,1e-20,102.796,27.186,1.91884832564808,5.66341093670886e-20,"CTSS"
"KIRC",8416,1e-20,15.596,76.456,-2.29345366385148,5.66341093670886e-20,"ANXA9"
"KIRC",79626,1e-20,13.578,2.591,2.38969006980795,5.66341093670886e-20,"TNFAIP8L2"
"KIRC",8991,1e-20,50.916,222.351,-2.12664790349661,5.66341093670886e-20,"SELENBP1"
"KIRC",57530,1e-20,5.991,53.353,-3.15470065639724,5.66341093670886e-20,"CGN"
"KIRC",6273,7.9912e-11,7.434,148.049,-4.31579224741026,2.36824140983172e-10,"S100A2"
"KIRC",57402,6.3552e-20,5.198,44.025,-3.08229446513373,3.40619226455787e-19,"S100A14"
"KIRC",1944,1e-20,4.289,1,2.10064131597347,5.66341093670886e-20,"EFNA3"
"KIRC",200185,1e-20,10.712,2.991,1.84052805020496,5.66341093670886e-20,"KRTCAP2"
"KIRC",4582,2.996e-20,103.601,499.777,-2.27024658078382,1.63795003666585e-19,"MUC1"
"KIRC",57111,1e-20,1,104.142,-6.70240820818721,5.66341093670886e-20,"RAB25"
"KIRC",79957,1e-20,3.125,1,1.64385618977472,5.66341093670886e-20,"PAQR6"
"KIRC",128239,1e-20,3.167,1,1.6631168673661,5.66341093670886e-20,"IQGAP3"
"KIRC",9047,1e-20,7.239,1.346,2.42711200632659,5.66341093670886e-20,"SH2D2A"
"KIRC",912,1e-20,8.67,1.466,2.56414688997539,5.66341093670886e-20,"CD1D"
"KIRC",4332,1e-20,24.678,5.98,2.04500808813607,5.66341093670886e-20,"MNDA"
"KIRC",149628,1e-20,4.647,1,2.21629964484864,5.66341093670886e-20,"PYHIN1"
"KIRC",3428,1e-20,104.409,33.614,1.63511194095826,5.66341093670886e-20,"IFI16"
"KIRC",9447,1e-20,3.024,1,1.59645813955899,5.66341093670886e-20,"AIM2"
"KIRC",343413,1e-20,3.419,1,1.77357442277131,5.66341093670886e-20,"FCRL6"
"KIRC",56833,1e-20,3.471,1,1.79535136516656,5.66341093670886e-20,"SLAMF8"
"KIRC",3766,1e-20,1,83.886,-6.39035814970133,5.66341093670886e-20,"KCNJ10"
"KIRC",57216,1e-20,2.913,10.471,-1.84582162232048,5.66341093670886e-20,"VANGL2"
"KIRC",114836,1e-20,7.856,1,2.97379492965261,5.66341093670886e-20,"SLAMF6"
"KIRC",8832,1e-20,9.048,1.118,3.01667874114663,5.66341093670886e-20,"CD84"
"KIRC",962,1e-20,17.334,2.961,2.54944821410822,5.66341093670886e-20,"CD48"
"KIRC",57823,1e-20,15.789,2.255,2.80772046207119,5.66341093670886e-20,"SLAMF7"
"KIRC",4063,1e-20,3.219,1,1.68661257681559,5.66341093670886e-20,"LY9"
"KIRC",51744,1e-20,2.881,1,1.52656966049778,5.66341093670886e-20,"CD244"
"KIRC",257106,1e-20,24.711,5.354,2.20646435046242,5.66341093670886e-20,"ARHGAP30"
"KIRC",81607,6.3698e-15,1,5.574,-2.47871300244172,2.46141926053905e-14,"NECTIN4"
"KIRC",9507,1e-20,26.286,5.265,2.31978918413103,5.66341093670886e-20,"ADAMTS4"
"KIRC",2207,1e-20,193.824,35.633,2.44346136508576,5.66341093670886e-20,"FCER1G"
"KIRC",2212,1e-20,49.995,12.918,1.95240109283038,5.66341093670886e-20,"FCGR2A"
"KIRC",2214,1e-20,149.343,13.268,3.4926067949295,5.66341093670886e-20,"FCGR3A"
"KIRC",2213,1e-20,11.338,2.282,2.31279547753074,5.66341093670886e-20,"FCGR2B"
"KIRC",25903,1e-20,48.521,7.097,2.7733280727268,5.66341093670886e-20,"OLFML2B"
"KIRC",9722,1e-20,1,2.946,-1.55875743037376,5.66341093670886e-20,"NOS1AP"
