TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0001562"	"response to protozoan"	-2.68063764179874	2.97451169273733	0.00312328573638175	0.915099469754182	0.46120495	null
"GO:0001666"	"response to hypoxia"	-7.48131289623051	4.03770531313554	0.03615982403501	0.911153620697066	0.30211535	null
"GO:0001819"	"positive regulation of cytokine production"	-15.2862938484008	4.356503891894	0.0753434661077908	0.673723027494334	0.15453077	null
"GO:0001822"	"kidney development"	-9.93116837356743	4.1789481851168	0.0500587771209041	0.839175846016526	0.48386892	null
"GO:0001906"	"cell killing"	-8.3482301859	3.81630759943194	0.0217171141967096	0.996762810352224	0.0053228	null
"GO:0002396"	"MHC protein complex assembly"	-3.01149657062868	2.69108149212297	0.0016246390773111	0.984309612169546	0.26213335	null
"GO:0002443"	"leukocyte mediated immunity"	-18.3667771025819	4.1131073665205	0.0430164640592536	0.745323652405722	0	null
"GO:0003018"	"vascular process in circulatory system"	-6.73183855043305	4.38655246876185	0.0807412465524081	0.908684286771533	0	null
"GO:0006814"	"sodium ion transport"	-5.10444733458271	5.07780379807609	0.396607554671177	0.954847042626522	0.45071648	null
"GO:0006909"	"phagocytosis"	-5.88242886584132	4.01473049500175	0.0342964624810328	0.974282638338331	0.20320425	null
"GO:0006968"	"cellular defense response"	-7.48131289623051	2.59549622182557	0.00130302685180258	0.934410605507139	0	null
"GO:0007159"	"leukocyte cell-cell adhesion"	-18.5897473761472	3.31806333496276	0.00689311151373425	0.982415294683836	0	null
"GO:0009410"	"response to xenobiotic stimulus"	-3.04774173117888	4.44742163012184	0.0928895681427507	0.908566979028778	0.47183828	null
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	-3.0977246001532	4.97737603065493	0.314725745174698	0.988704994835643	0.00745326	null
"GO:0019221"	"cytokine-mediated signaling pathway"	-5.86323380077435	4.68191929291052	0.159393671433988	0.745885482118259	0.18514226	null
"GO:0019722"	"calcium-mediated signaling"	-4.58879867859466	4.30869244220126	0.0674888335074847	0.794437839253263	0.44179917	null
"GO:0019835"	"cytolysis"	-4.64928338018877	4.3173319354459	0.0688449097985464	0.996527929831132	0.00658186	null
"GO:0019932"	"second-messenger-mediated signaling"	-4.22282390079578	4.44045251824962	0.0914108150234023	0.790728849049573	0.34284644	null
"GO:0022407"	"regulation of cell-cell adhesion"	-18.5897473761472	4.34650944877476	0.0736293061017299	0.802994190997912	0.17086899	null
"GO:0030003"	"cellular cation homeostasis"	-7.32925546394306	4.9959859979138	0.328505337022259	0.932314337884551	0.00640524	null
"GO:0030198"	"extracellular matrix organization"	-5.03468251424463	4.47979118018949	0.100077767162364	0.983510035798117	0.00677688	null
"GO:0031341"	"regulation of cell killing"	-7.04461460543308	3.55978696820056	0.0120289603520096	0.872467850485238	0.15202462	null
"GO:0031529"	"ruffle organization"	-3.42448287413371	3.34064237756071	0.00726114199859452	0.985682222831325	0.28601063	null
"GO:0032088"	"negative regulation of NF-kappaB transcription factor activity"	-2.91472081671151	3.70833590268226	0.0169360334834798	0.859312169458714	0.23148209	null
"GO:0032609"	"type II interferon production"	-6.72255656154086	0.903089986991944	0.0000232091296758729	0.915688319773664	0.31558841	null
