TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000280"	"nuclear division"	-8.80063242811851	4.8550525079096	0.237469183663624	0.934938125025425	0.44153133	null
"GO:0001503"	"ossification"	-5.30361754302224	4.18301346308193	0.050529590894329	0.836811922150843	0.49194575	null
"GO:0001659"	"temperature homeostasis"	-4.48226941112619	3.2043913319193	0.00530494392591381	0.845992982374999	0.38710117	null
"GO:0001667"	"ameboidal-type cell migration"	-12.2731920640175	4.12241249541128	0.0439481448362422	0.960361241991365	0	null
"GO:0002685"	"regulation of leukocyte migration"	-5.45043406947785	4.02366391819779	0.0350093143210774	0.817539773827959	0.16955609	null
"GO:0003012"	"muscle system process"	-5.19502805625828	4.18875979295201	0.0512026556549293	0.829391403990676	0.49239921	null
"GO:0006576"	"biogenic amine metabolic process"	-2.77870344927788	5.13234295335209	0.449676887470037	0.991616544673148	0.15723115	null
"GO:0007088"	"regulation of mitotic nuclear division"	-7.82318141559904	4.21338492491639	0.0541900022032095	0.726020108899522	0.17473907	null
"GO:0007163"	"establishment or maintenance of cell polarity"	-2.64393200177105	4.34088017341365	0.0726810473749728	0.996755305498867	0.00723153	null
"GO:0007178"	"transmembrane receptor protein serine/threonine kinase signaling pathway"	-4.28329183469204	4.45069549372701	0.0935924732129343	0.787121129762572	0.27741775	null
"GO:0007188"	"adenylate cyclase-modulating G protein-coupled receptor signaling pathway"	-3.43634834620389	4.29843822531076	0.065913928279479	0.796175085588423	0.32223902	null
"GO:0007411"	"axon guidance"	-7.59659326424282	4.53577499629203	0.113847412240064	0.637470588627027	0.46522082	null
"GO:0007626"	"locomotory behavior"	-2.76274866793475	4.09018748757542	0.0408049655601383	0.838840185484337	0.48473449	null
"GO:0009308"	"amine metabolic process"	-3.12050130669537	5.2383848712859	0.574041351043226	0.994559562875593	0.15209406	null
"GO:0009410"	"response to xenobiotic stimulus"	-3.07435812556891	4.44742163012184	0.0928895681427507	0.913135418365104	0.4456953	null
"GO:0010259"	"multicellular organism aging"	-3.38753106188922	3.01410032151962	0.0034216888322144	0.805666266632915	0.49136981	null
"GO:0010565"	"regulation of cellular ketone metabolic process"	-3.88931084557652	4.11421052824999	0.0431258785277255	0.841933567367368	0.25470755	null
"GO:0010876"	"lipid localization"	-3.46001211664062	5.20243654738018	0.528438726820089	0.987886113449268	0.20581334	null
"GO:0014065"	"phosphatidylinositol 3-kinase signaling"	-4.31868085215072	3.53567380342575	0.0113791047210851	0.809203455842503	0.3860873	null
"GO:0015849"	"organic acid transport"	-3.43634834620389	5.43526927751543	0.903292695805066	0.987754564088649	0.27647758	null
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	-4.88158513655571	4.97737603065493	0.314725745174698	0.988524222181721	0.00825398	null
"GO:0019216"	"regulation of lipid metabolic process"	-5.54309013721512	4.3521246083197	0.0745875115983481	0.851746166609589	0.2454629	null
"GO:0019932"	"second-messenger-mediated signaling"	-3.6977674760525	4.44045251824962	0.0914108150234023	0.787000913463984	0.44242815	null
"GO:0023061"	"signal release"	-4.24856157942519	4.25265888950062	0.0593192198615774	0.949530486623049	0.31683566	null
"GO:0030010"	"establishment of cell polarity"	-2.61678127590542	3.96151601144895	0.0303409636662733	0.996930732036577	0.00540484	null
"GO:0030198"	"extracellular matrix organization"	-9.49196513647834	4.47979118018949	0.100077767162364	0.958152269197286	0.40838919	null
"GO:0031032"	"actomyosin structure organization"	-4.22252743786527	3.97150778171126	0.0310471843264105	0.948016643952621	0.44956471	null
"GO:0031099"	"regeneration"	-3.92303480954383	3.93490225832231	0.0285372827314626	0.844572727859518	0.49356807	null
"GO:0031100"	"animal organ regeneration"	-3.10064190608317	3.02734960777476	0.00352778771073268	0.843557047438684	0	null
"GO:0031589"	"cell-substrate adhesion"	-5.19502805625828	4.31376179629244	0.0682812595064181	0.989531413983804	0.00719356	null
"GO:0032970"	"regulation of actin filament-based process"	-3.88399398963544	4.82957391647268	0.22393826106259	0.839664682266387	0.19399853	null
"GO:0033622"	"integrin activation"	-3.38753106188922	2.66086547800387	0.00151522460883913	0.965466160733425	0.29940331	null
"GO:0033674"	"positive regulation of kinase activity"	-7.83915295182726	4.53852346533271	0.11457021084997	0.727517659060914	0	null
"GO:0034308"	"primary alcohol metabolic process"	-4.4276700426995	4.94809005932546	0.294202243361319	0.985092275931476	0.03925306	null
"GO:0035265"	"organ growth"	-2.9620835105335	3.63508143601087	0.0143067706501988	0.807131982992944	0.40934123	null
"GO:0042060"	"wound healing"	-5.54309013721512	4.47565666318247	0.0991295084356068	0.934778234340322	0.23153301	null
"GO:0042180"	"cellular ketone metabolic process"	-4.05544118830451	5.12946753321346	0.446709434461479	0.989643034221073	0.28775419	null
"GO:0042445"	"hormone metabolic process"	-5.82507817843773	4.61992771029147	0.138190473680101	0.8192954978479	0.15917317	null
"GO:0043062"	"extracellular structure organization"	-9.49196513647834	4.48870579398179	0.102153326473378	0.958094851089717	0.40911872	null
"GO:0043491"	"protein kinase B signaling"	-3.73119111922258	3.43039759138697	0.00892888374530367	0.813953128901663	0.38044892	null
"GO:0045229"	"external encapsulating structure organization"	-9.49196513647834	5.47962712876509	1.0004295346785	0.950640860181874	0.00693659	null
"GO:0045765"	"regulation of angiogenesis"	-7.58285182164514	4.26594928995062	0.0611626878758325	0.789495410169123	0.15912964	null
"GO:0046364"	"monosaccharide biosynthetic process"	-2.686039110283	4.89596369551026	0.260926982586024	0.993130083042917	0.27461743	null
"GO:0048017"	"inositol lipid-mediated signaling"	-3.93247404185411	4.31752012728481	0.0688747501081297	0.790686672541947	0.37345185	null
"GO:0048511"	"rhythmic process"	-2.87649695756327	4.55610943809156	0.119304873303848	1	0	null
"GO:0050000"	"chromosome localization"	-3.62973199940609	3.9516774373433	0.0296612677257656	0.979768873956076	0	null
"GO:0050673"	"epithelial cell proliferation"	-6.22739552880529	3.90735760813117	0.0267833356459573	0.978177724322782	0.00536259	null
"GO:0050678"	"regulation of epithelial cell proliferation"	-6.06182193500277	4.18746431529292	0.0510501385170593	0.841584417314837	0.17401234	null
"GO:0051302"	"regulation of cell division"	-5.60409084603155	4.52850533914635	0.111957525966457	0.846834852648588	0.1840852	null
"GO:0051782"	"negative regulation of cell division"	-3.74972227817026	3.34576569311449	0.00734734733739062	0.814642846258542	0.15330573	null
"GO:0060191"	"regulation of lipase activity"	-3.56747790080678	3.41863268735407	0.00869016126863755	0.863886950209708	0.462939	null
"GO:0061614"	"miRNA transcription"	-2.78286238393118	1.43136376415899	0.0000862053387960993	0.994097992684831	0.06054571	null
"GO:0062012"	"regulation of small molecule metabolic process"	-3.07988540846518	4.46714915348996	0.0972064662624631	0.850201197077856	0.25020576	null
"GO:0070371"	"ERK1 and ERK2 cascade"	-5.11629188451231	3.29534714833362	0.00654165897864246	0.817052808918691	0.19421238	null
"GO:0070997"	"neuron death"	-2.94161464504383	3.69679308508174	0.0164917444296845	0.997042330868026	0.00520441	null
"GO:0072537"	"fibroblast activation"	-2.90357095453144	2.26951294421792	0.000613384141433784	0.997527593884272	0.00433621	null
"GO:0090130"	"tissue migration"	-7.8728740292763	3.82458137623348	0.0221348785308754	0.844378298204339	0	null
"GO:0097305"	"response to alcohol"	-7.59659326424282	4.33998776680335	0.0725318458270565	0.894863927444422	0	null
"GO:0120254"	"olefinic compound metabolic process"	-3.30650136212777	4.1162091258034	0.0433248139249473	0.99768064835064	0.0336856	null
"GO:1903034"	"regulation of response to wounding"	-4.34895214261394	4.03229634473947	0.035712219391261	0.832221973272005	0.15330886	null
"GO:1903510"	"mucopolysaccharide metabolic process"	-2.86399769487487	4.07265421733303	0.0391902732526882	0.995343815996703	0.12208742	null
"GO:1990845"	"adaptive thermogenesis"	-3.30650136212777	2.90254677931399	0.00264584078304951	0.998583950351333	0.01912446	null
