TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0001562"	"response to protozoan"	-2.68063764179874	2.97451169273733	0.00312328573638175	0.915099469754182	0.46120495	null
"GO:0001666"	"response to hypoxia"	-7.48131289623051	4.03770531313554	0.03615982403501	0.911153620697066	0.30211535	null
"GO:0036293"	"response to decreased oxygen levels"	36293	-7.25460683136579	4.04983800062258	0.0371843413307021	0.916545406616115	0.98787047	1666
"GO:0036294"	"cellular response to decreased oxygen levels"	36294	-3.00557608590745	3.65791593682995	0.01507930310941	0.893904014573563	0.98172292	1666
"GO:0070482"	"response to oxygen levels"	70482	-6.37681136510832	4.08407556777867	0.0402346840881025	0.922464913262793	0.65234922	1666
"GO:0071453"	"cellular response to oxygen levels"	71453	-3.05545365469305	3.71717102683231	0.0172841704286179	0.893622002915878	0.94224717	1666
"GO:0071456"	"cellular response to hypoxia"	71456	-3.34621215045622	3.6376898191184	0.0143929759889949	0.889747640040041	0.9413899	1666
"GO:0001819"	"positive regulation of cytokine production"	-15.2862938484008	4.356503891894	0.0753434661077908	0.673723027494334	0.15453077	null
"GO:0002221"	"pattern recognition receptor signaling pathway"	2221	-2.61894878738256	4.13145826010653	0.0448731944333234	0.370906124886444	0.98631629	1819
"GO:0002224"	"toll-like receptor signaling pathway"	2224	-2.72945837954783	4.06378356059736	0.0383978472537549	0.375311972506237	0.94001804	1819
"GO:0002645"	"positive regulation of tolerance induction"	2645	-2.77139245574291	2.60097289568675	0.00131960480157106	0.61458649974242	0.64912963	1819
"GO:0002673"	"regulation of acute inflammatory response"	2673	-3.75832527206538	3.06483221973857	0.00384608434628751	0.8039473629567	0.67197774	1819
"GO:0002675"	"positive regulation of acute inflammatory response"	2675	-2.68063764179874	2.78675142214556	0.00202582546170833	0.744400336896072	0.92160899	1819
"GO:0002831"	"regulation of response to biotic stimulus"	2831	-5.10444733458271	4.63102753985853	0.141767995240139	0.783816899827913	0.62326039	1819
"GO:0002833"	"positive regulation of response to biotic stimulus"	2833	-4.3495192667486	4.3999158899163	0.0832644105071709	0.702430863388644	0.94068746	1819
"GO:0002864"	"regulation of acute inflammatory response to antigenic stimulus"	2864	-3.04774173117888	2.59328606702046	0.00129639567189519	0.650363428632438	0.69259576	1819
"GO:0031349"	"positive regulation of defense response"	31349	-7.33963246025105	4.47610671684019	0.0992322917241714	0.696382286587918	0.76845363	1819
"GO:0032102"	"negative regulation of response to external stimulus"	32102	-3.69617739345124	4.34064237756071	0.0726412602955285	0.738206723710696	0.81378021	1819
"GO:0032103"	"positive regulation of response to external stimulus"	32103	-10.3609635255437	4.57074136245526	0.123392995716755	0.692266124556456	0.53033425	1819
"GO:0032649"	"regulation of type II interferon production"	32649	-6.72255656154086	3.61857102812013	0.0137729606676537	0.768411607076136	0.83079225	1819
"GO:0032651"	"regulation of interleukin-1 beta production"	32651	-3.75939648275874	3.53932706353938	0.0114752568297423	0.768775220622365	0.9555937	1819
"GO:0032652"	"regulation of interleukin-1 production"	32652	-3.57484295641687	3.75853342223729	0.0190115927944936	0.764455699011881	0.84778592	1819
"GO:0032653"	"regulation of interleukin-10 production"	32653	-2.90816403002438	3.33081946649584	0.00709867809086341	0.776148727093263	0.79790574	1819
"GO:0032655"	"regulation of interleukin-12 production"	32655	-3.57164472926168	3.47421626407626	0.00987714247206077	0.772357483409565	0.81396318	1819
"GO:0032663"	"regulation of interleukin-2 production"	32663	-6.00927984427516	3.4970679363985	0.0104109524546058	0.771741650368789	0.8165818	1819
"GO:0032675"	"regulation of interleukin-6 production"	32675	-4.12978564798147	3.74138799247927	0.0182755318247731	0.764947396735058	0.84566698	1819
"GO:0032703"	"negative regulation of interleukin-2 production"	32703	-2.68063764179874	3.20574554094266	0.00532152187568229	0.744220699258354	0.92876828	1819
"GO:0032729"	"positive regulation of type II interferon production"	32729	-6.42920591322898	3.46164856806346	0.0095953173259966	0.705292499162942	0.81253015	1819
"GO:0032731"	"positive regulation of interleukin-1 beta production"	32731	-4.1404326411732	3.35736303061514	0.00754628273461239	0.70732174219652	0.93376405	1819
"GO:0032732"	"positive regulation of interleukin-1 production"	32732	-4.33894213950282	3.63346845557959	0.0142537212109397	0.697793495150727	0.83256863	1819
"GO:0032743"	"positive regulation of interleukin-2 production"	32743	-3.31917586514379	3.17868923977559	0.00499990965017376	0.713590839917374	0.78154614	1819
"GO:0032753"	"positive regulation of interleukin-4 production"	32753	-3.50957385820056	2.97497199429807	0.00312660132633545	0.721049218554658	0.76065579	1819
"GO:0032755"	"positive regulation of interleukin-6 production"	32755	-2.69886426614289	3.5584685625238	0.0119924888625189	0.701947918479861	0.82370179	1819
"GO:0032760"	"positive regulation of tumor necrosis factor production"	32760	-2.80772835966975	3.53300902249549	0.0113094773320575	0.702216400701872	0.93955836	1819
"GO:0033674"	"positive regulation of kinase activity"	33674	-3.20624052147114	4.53852346533271	0.11457021084997	0.744408463378158	0.58952962	1819
"GO:0043410"	"positive regulation of MAPK cascade"	43410	-5.25755156947456	4.41106385746092	0.0854294907469344	0.699406702375308	0.76009101	1819
"GO:0045088"	"regulation of innate immune response"	45088	-5.38157241085412	4.51153578634495	0.107667152566374	0.566312806633702	0.90622433	1819
"GO:0045089"	"positive regulation of innate immune response"	45089	-3.63315755834534	4.34851903620715	0.0739708118669606	0.538242887276895	0.93275968	1819
"GO:0050727"	"regulation of inflammatory response"	50727	-4.04051621709146	4.25618838258977	0.0598032959948171	0.77479894632054	0.86905944	1819
"GO:0050729"	"positive regulation of inflammatory response"	50729	-4.84663592881563	3.79726754083072	0.020785433419721	0.714110985499549	0.80939846	1819
"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	70372	-3.2890382090196	4.11203495117343	0.0429103651807353	0.788759942592619	0.89687471	1819
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	70374	-3.58717059520777	3.8777743499914	0.025019441790591	0.719168530834338	0.86537241	1819
"GO:1903522"	"regulation of blood circulation"	1903522	-2.87568245362097	4.21866677149587	0.0548531201939488	0.769900756013134	0.69619029	1819
"GO:1903555"	"regulation of tumor necrosis factor superfamily cytokine production"	1903555	-2.87876987592667	3.77872992399611	0.0199167488518526	0.763873913066381	0.85029558	1819
"GO:1903557"	"positive regulation of tumor necrosis factor superfamily cytokine production"	1903557	-3.42448287413371	3.54998361115969	0.0117603975657602	0.701626072237717	0.82271051	1819
"GO:0001822"	"kidney development"	-9.93116837356743	4.1789481851168	0.0500587771209041	0.839175846016526	0.48386892	null
"GO:0001655"	"urogenital system development"	1655	-8.42819456455143	3.38881141347352	0.00811324861669443	0.881406648940782	0.50813711	1822
"GO:0001656"	"metanephros development"	1656	-4.55080175279237	3.51732788229437	0.0109082909476603	0.851245283893472	0.90087895	1822
"GO:0001657"	"ureteric bud development"	1657	-4.68996853713878	3.55545721720465	0.0119095991136765	0.846182442444881	0.95198984	1822
"GO:0001823"	"mesonephros development"	1823	-4.33894213950282	3.58467038446435	0.0127384966021005	0.850057383935431	0.90931274	1822
"GO:0007272"	"ensheathment of neurons"	7272	-2.92214727469691	3.89641597647312	0.0261169020652644	0.870525651202418	0.60465963	1822
"GO:0008366"	"axon ensheathment"	8366	-2.92214727469691	3.8958643512473	0.0260837461657274	0.868691195970582	0.54557304	1822
"GO:0031100"	"animal organ regeneration"	31100	-4.55830283093536	3.02734960777476	0.00352778771073268	0.910717330223475	0.55156649	1822
"GO:0032835"	"glomerulus development"	32835	-4.19428186167187	3.48529543872609	0.0101324428984954	0.849733322698341	0.94113098	1822
"GO:0042552"	"myelination"	42552	-2.64289854281911	3.88456881491833	0.0254139969950808	0.868872389358877	0.99801186	1822
"GO:0048732"	"gland development"	48732	-3.06812300722706	4.34331010316234	0.0730888649392775	0.894915332888625	0.66436613	1822
"GO:0060993"	"kidney morphogenesis"	60993	-4.68996853713878	3.63103769653674	0.0141741470520509	0.848162106199762	0.91521184	1822
"GO:0061326"	"renal tubule development"	61326	-5.04197327100186	3.63437649408837	0.0142835615205229	0.849640233458437	0.91563957	1822
"GO:0061333"	"renal tubule morphogenesis"	61333	-3.41979351446165	3.51000851294023	0.010725933500207	0.849589535642618	0.97515098	1822
"GO:0072001"	"renal system development"	72001	-9.86713491818923	4.20628604441243	0.0533113708654801	0.868849072030326	0.5713383	1822
"GO:0072006"	"nephron development"	72006	-7.92639233484735	3.82445127003661	0.022128247350968	0.845674487954016	0.94066594	1822
"GO:0072009"	"nephron epithelium development"	72009	-5.87373811049419	3.70816585785554	0.0169294023035724	0.843106402689659	0.92519557	1822
"GO:0072028"	"nephron morphogenesis"	72028	-3.85566112033863	3.49512788124293	0.0103645341952541	0.848065955890716	0.94232449	1822
"GO:0072073"	"kidney epithelium development"	72073	-7.3063961395186	3.81571053978896	0.0216872738871264	0.844547291637915	0.93948515	1822
"GO:0072078"	"nephron tubule morphogenesis"	72078	-3.20163668320537	3.44932409309873	0.00932675453974721	0.845462978708481	0.96770107	1822
"GO:0072080"	"nephron tubule development"	72080	-4.76032288092629	3.56395546499581	0.0121450060003889	0.844767181916174	0.9530426	1822
"GO:0072088"	"nephron epithelium morphogenesis"	72088	-3.06253088159331	3.47173165148005	0.00982077744284793	0.845807920610742	0.99128539	1822
"GO:0072163"	"mesonephric epithelium development"	72163	-4.62421542357216	3.55978696820056	0.0120289603520096	0.84613338693896	0.99297498	1822
"GO:0072164"	"mesonephric tubule development"	72164	-4.62421542357216	3.55978696820056	0.0120289603520096	0.846104096345059	0.99932763	1822
"GO:0001906"	"cell killing"	-8.3482301859	3.81630759943194	0.0217171141967096	0.996762810352224	0.0053228	null
"GO:0002396"	"MHC protein complex assembly"	-3.01149657062868	2.69108149212297	0.0016246390773111	0.984309612169546	0.26213335	null
"GO:0002443"	"leukocyte mediated immunity"	-18.3667771025819	4.1131073665205	0.0430164640592536	0.745323652405722	0	null
"GO:0001909"	"leukocyte mediated cytotoxicity"	1909	-10.2234436036875	3.26434550705009	0.00609073874493979	0.765188304266704	0.82245644	2443
"GO:0001913"	"T cell mediated cytotoxicity"	1913	-4.07592817019373	2.73639650227664	0.00180368093481069	0.749076921341712	0.91144321	2443
"GO:0002228"	"natural killer cell mediated immunity"	2228	-5.80821420637422	2.99299509843134	0.00325922492448329	0.725159186408019	0.79401692	2443
"GO:0002263"	"cell activation involved in immune response"	2263	-13.6658719769785	3.89170467623918	0.0258350769192002	0.7007348006916	0.89667453	2443
"GO:0002274"	"myeloid leukocyte activation"	2274	-10.6990130355719	3.89164894387056	0.0258317613292465	0.740493691259906	0.82327599	2443
